Design          r=0%      r=1%      r=5%      r=10%
OCC         51300.7	44762.9	37611.8	32528.3
Batch+Abort           506.616	431.935	320.532	238.061
+TS             315104	76086.9	12962	3899.38
+Repair         311708	144408	74264.7	44645.4
"+Fast"       386847	330528	301516	271170














