"batch size=1"	"batch size=1"		"batch size=5"	"batch size=5"	    "batch size=10"	"batch size=10"	"batch size=20"	"batch size=20"	"batch size=50"	"batch size=50"    	"batch size=80"	"batch size=80"    	"batch size=100"	"batch size=100"   "batch size=150"	"batch size=150"	 	"batch size=200"	"batch size=200"
124561	5705716	    149471	4600650	    158128	    4376923     62722	    4246004	    156531	    4348226	        118739	    7452527	        117354	    6496639	    245580	    15971511	    218453	    19425345
182620	16170835	211277	14018323	220395	    13409594	238871	    11122600	249829	    10603130	    257710	    12824685	    261414	    13411962    279924	    24195311	    278242	    25185776
191569	22861797	219753	19435619	229594	    18039550	246376	    15755975	262978	    14738712	    281987	    22595390	    292286	    22211637    303139	    31781112	    299322	    33337408
199424	36829946	230147	29702638	242654	    27853075	255689	    24203557	275134	    22965353	    292437	    32107430	    306702	    30941507    312975	    40078259	    309147	    41199555
199589	51068606	236948	42982649	248603	    38876414	261699	    36174012	282344	    33608393	    301596	    40590180	    312131	    39367588    317644	    47455867	    316319	    48121823
203582	69577497	241482	53274970	252569	    49686553	265298	    43947375	287143	    43660359	    304687	    48253115	    315874	    47613538	
