Contention	    Hackwrench OCC FDB            
0.1	        285653	17412.1   192218     
0.2	        286894	12116.8   189930
0.3	        288743	8846.71   190056
0.4	        289320	10844.7   148336
0.5	        284214	11454.5   79564 
0.6	        211248	8787.31   42497.2 
0.7	        159215	2144.23   21286.6 
0.8	        79328.2	614.524   11523.7
0.9	        64973.4	253.87    5695.73
0.95        69052.4	856.4     5240.8
0.99        73692.1	1846.57	  5076.89
